ensembl_id,gene_symbol,entrez_id,log2FoldChange,pvalue,padj,sig
ENSG00000231621,ANKRD44-AS1,101927596,3.368637071,2.54e-09,3.82e-08,Up
ENSG00000124334,IL9R,3581,2.065267472,2.58e-09,3.88e-08,Up
ENSG00000152192,POU4F1,5457,4.778366537,2.64e-09,3.96e-08,Up
ENSG00000237649,KIFC1,3833,3.052333116,2.65e-09,3.98e-08,Up
ENSG00000173585,CCR9,10803,3.160469251,2.67e-09,4e-08,Up
ENSG00000260228,LOC102724163,102724163,2.191961079,2.68e-09,4.01e-08,Up
ENSG00000080644,CHRNA3,1136,2.378946387,2.71e-09,4.05e-08,Up
ENSG00000132681,ATP1A4,480,3.130266758,2.72e-09,4.06e-08,Up
ENSG00000234511,C5orf58,133874,3.019178267,2.73e-09,4.08e-08,Up
ENSG00000245080,MIR3150BHG,105375650,3.254237164,2.78e-09,4.14e-08,Up
ENSG00000185518,SV2B,9899,1.340749917,2.78e-09,4.14e-08,Up
ENSG00000165304,MELK,9833,4.052872933,2.82e-09,4.19e-08,Up
ENSG00000137033,IL33,90865,1.036340971,2.83e-09,4.21e-08,Up
ENSG00000129810,SGO1,151648,3.265664723,2.83e-09,4.21e-08,Up
ENSG00000182272,B4GALNT4,338707,1.854593319,2.84e-09,4.21e-08,Up
ENSG00000053524,MCF2L2,23101,1.919623906,2.85e-09,4.22e-08,Up
ENSG00000175063,UBE2C,11065,4.215113586,2.87e-09,4.25e-08,Up
ENSG00000051180,RAD51,5888,2.450191534,2.93e-09,4.33e-08,Up
ENSG00000002549,LAP3,51056,1.226379531,2.96e-09,4.37e-08,Up
ENSG00000179840,PIK3CD-AS1,644997,4.786753256,2.97e-09,4.39e-08,Up
ENSG00000234745,HLA-B,3106,1.50304999,2.99e-09,4.41e-08,Up
ENSG00000023839,ABCC2,1244,1.076392151,3.04e-09,4.48e-08,Up
ENSG00000235532,LINC00402,100507612,5.949376074,3.11e-09,4.57e-08,Up
ENSG00000154611,PSMA8,143471,3.294418221,3.14e-09,4.61e-08,Up
ENSG00000171241,SHCBP1,79801,4.660573008,3.17e-09,4.65e-08,Up
ENSG00000228278,ORM2,5005,2.759011133,3.21e-09,4.69e-08,Up
ENSG00000101003,GINS1,9837,1.687894515,3.2e-09,4.69e-08,Up
ENSG00000103253,HAGHL,84264,1.315383537,3.22e-09,4.7e-08,Up
ENSG00000137804,NUSAP1,51203,3.125539371,3.23e-09,4.72e-08,Up
ENSG00000254126,CD8B2,927,4.067861059,3.24e-09,4.74e-08,Up
ENSG00000198554,WDHD1,11169,1.572404614,3.32e-09,4.84e-08,Up
ENSG00000124557,BTN1A1,696,2.558203127,3.33e-09,4.84e-08,Up
ENSG00000095303,PTGS1,5742,1.157963303,3.35e-09,4.86e-08,Up
ENSG00000105492,SIGLEC6,946,3.279696572,3.42e-09,4.96e-08,Up
ENSG00000111206,FOXM1,2305,1.849040656,3.43e-09,4.97e-08,Up
ENSG00000092853,CLSPN,63967,3.887867247,3.58e-09,5.17e-08,Up
ENSG00000216775,LOC730101,730101,1.258978437,3.57e-09,5.17e-08,Up
ENSG00000272666,LOC105373098,105373098,2.794829036,3.57e-09,5.17e-08,Up
ENSG00000169607,CKAP2L,150468,3.523279656,3.62e-09,5.24e-08,Up
ENSG00000120217,CD274,29126,1.234145029,3.68e-09,5.31e-08,Up
ENSG00000259004,LINC02285,101929422,2.476113048,3.82e-09,5.5e-08,Up
ENSG00000231090,MIR4422HG,109729135,5.546252526,3.88e-09,5.58e-08,Up
ENSG00000008516,MMP25,64386,1.344312673,3.91e-09,5.62e-08,Up
ENSG00000181788,SIAH2,6478,1.015448323,4e-09,5.73e-08,Up
ENSG00000168496,FEN1,2237,1.743921361,4.01e-09,5.74e-08,Up
ENSG00000168229,PTGDR,5729,1.729668007,4.02e-09,5.75e-08,Up
ENSG00000188011,RTP5,285093,5.607961291,4.02e-09,5.75e-08,Up
ENSG00000087237,CETP,1071,1.506765577,4.04e-09,5.77e-08,Up
ENSG00000258525,LOC100506071,100506071,2.197856932,4.17e-09,5.95e-08,Up
ENSG00000076003,MCM6,4175,1.410134372,4.24e-09,6.03e-08,Up
ENSG00000138346,DNA2,1763,1.337703547,4.3e-09,6.11e-08,Up
ENSG00000050730,TNIP3,79931,3.808068533,4.34e-09,6.17e-08,Up
ENSG00000159496,RGL4,266747,1.480584886,4.43e-09,6.27e-08,Up
ENSG00000125730,C3,718,1.783363019,4.52e-09,6.39e-08,Up
ENSG00000101307,SIRPB1,10326,2.963549386,4.58e-09,6.47e-08,Up
ENSG00000109805,NCAPG,64151,4.326865786,4.64e-09,6.56e-08,Up
ENSG00000156802,ATAD2,29028,1.204590697,4.68e-09,6.61e-08,Up
ENSG00000064687,ABCA7,10347,1.000692249,4.69e-09,6.61e-08,Up
ENSG00000146670,CDCA5,113130,3.130361767,4.71e-09,6.64e-08,Up
ENSG00000142731,PLK4,10733,1.760711627,4.87e-09,6.86e-08,Up
ENSG00000119866,BCL11A,53335,1.604749864,4.93e-09,6.93e-08,Up
ENSG00000162004,CCDC78,124093,1.302090337,4.97e-09,6.98e-08,Up
ENSG00000131747,TOP2A,7153,3.689891179,5.05e-09,7.09e-08,Up
ENSG00000165501,LRR1,122769,1.075339013,5.08e-09,7.12e-08,Up
ENSG00000089685,BIRC5,332,3.983912695,5.12e-09,7.17e-08,Up
ENSG00000102384,CENPI,2491,3.098884915,5.15e-09,7.21e-08,Up
ENSG00000140525,FANCI,55215,2.399105427,5.25e-09,7.34e-08,Up
ENSG00000135476,ESPL1,9700,4.17989706,5.38e-09,7.52e-08,Up
ENSG00000180535,BHLHA15,168620,2.198788579,5.44e-09,7.58e-08,Up
ENSG00000163462,TRIM46,80128,1.4091147,5.49e-09,7.65e-08,Up
ENSG00000188060,RAB42,115273,1.661768169,5.51e-09,7.67e-08,Up
ENSG00000158555,GDPD5,81544,1.135458424,5.62e-09,7.81e-08,Up
ENSG00000070601,FRMPD1,22844,1.360155346,5.64e-09,7.83e-08,Up
ENSG00000185480,PARPBP,55010,1.547601014,5.69e-09,7.9e-08,Up
ENSG00000111247,RAD51AP1,10635,1.727973794,5.74e-09,7.95e-08,Up
ENSG00000231607,DLEU2,8847,1.382547386,5.79e-09,8e-08,Up
ENSG00000112742,TTK,7272,2.92418521,5.88e-09,8.12e-08,Up
ENSG00000250654,LOC100240735,100240735,2.202894058,6.12e-09,8.43e-08,Up
ENSG00000182481,KPNA2,3838,1.760148938,6.25e-09,8.59e-08,Up
ENSG00000091513,TF,7018,1.802673309,6.34e-09,8.7e-08,Up
ENSG00000197405,C5AR1,728,1.651266943,6.41e-09,8.77e-08,Up
ENSG00000232629,HLA-DQB2,3120,2.029583267,6.41e-09,8.77e-08,Up
ENSG00000079215,SLC1A3,6507,2.802835907,6.47e-09,8.83e-08,Up
ENSG00000071539,TRIP13,9319,2.18154523,6.47e-09,8.83e-08,Up
ENSG00000188282,RUFY4,285180,4.319817792,6.48e-09,8.85e-08,Up
ENSG00000108370,RGS9,8787,1.318965581,6.58e-09,8.98e-08,Up
ENSG00000124496,TRERF1,55809,1.031891032,6.67e-09,9.08e-08,Up
ENSG00000066923,STAG3,10734,1.167069146,6.74e-09,9.17e-08,Up
ENSG00000215784,FAM72D,728833,2.587335331,6.77e-09,9.2e-08,Up
ENSG00000143226,"c(""FCGR2A"", ""FCGR2C"")","c(""2212"", ""9103"")",1.859264342,6.79e-09,9.22e-08,Up
ENSG00000143184,XCL1,6375,2.330821374,6.91e-09,9.35e-08,Up
ENSG00000125510,OPRL1,4987,1.072537399,6.93e-09,9.37e-08,Up
ENSG00000106462,EZH2,2146,2.497531063,7.06e-09,9.55e-08,Up
ENSG00000160683,CXCR5,643,5.222732469,7.06e-09,9.55e-08,Up
ENSG00000090889,KIF4A,24137,3.531695853,7.11e-09,9.61e-08,Up
ENSG00000239264,TXNDC5,81567,1.809317313,7.13e-09,9.63e-08,Up
ENSG00000120658,ENOX1,55068,1.267064528,7.16e-09,9.66e-08,Up
ENSG00000142765,SYTL1,84958,1.22276587,7.24e-09,9.76e-08,Up
ENSG00000276085,"c(""CCL3L1"", ""CCL3L3"")","c(""6349"", ""414062"")",2.234225284,7.57e-09,1.02e-07,Up
ENSG00000138670,RASGEF1B,153020,1.491477305,7.58e-09,1.02e-07,Up
ENSG00000160224,AIRE,326,3.630471164,7.71e-09,1.03e-07,Up
ENSG00000185338,SOCS1,8651,1.304246033,7.84e-09,1.05e-07,Up
ENSG00000186871,ERCC6L,54821,2.528959317,7.97e-09,1.06e-07,Up
ENSG00000121380,BCL2L14,79370,1.846886993,7.99e-09,1.06e-07,Up
ENSG00000135451,TROAP,10024,3.187978476,7.96e-09,1.06e-07,Up
ENSG00000118193,KIF14,9928,4.377234594,8.05e-09,1.07e-07,Up
ENSG00000143185,XCL2,6846,2.145892063,8.07e-09,1.07e-07,Up
ENSG00000137135,ARHGEF39,84904,1.34881004,8.07e-09,1.07e-07,Up
ENSG00000126787,DLGAP5,9787,4.762887975,8.09e-09,1.08e-07,Up
ENSG00000177807,KCNJ10,3766,2.05333799,8.16e-09,1.08e-07,Up
ENSG00000055957,ITIH1,3697,2.992575514,8.19e-09,1.09e-07,Up
ENSG00000066279,ASPM,259266,4.642577026,8.22e-09,1.09e-07,Up
ENSG00000173391,OLR1,4973,2.467248322,8.31e-09,1.1e-07,Up
ENSG00000143167,GPA33,10223,3.350496088,8.37e-09,1.11e-07,Up
ENSG00000159189,C1QC,714,2.310671671,8.43e-09,1.11e-07,Up
ENSG00000167077,MEI1,150365,3.175149777,8.48e-09,1.12e-07,Up
ENSG00000156970,BUB1B,701,3.511900552,8.65e-09,1.14e-07,Up
ENSG00000145990,GFOD1,54438,1.013658254,8.78e-09,1.15e-07,Up
ENSG00000246627,CACNA1C-AS1,100652846,1.530428939,8.78e-09,1.15e-07,Up
ENSG00000117115,PADI2,11240,1.502239264,8.8e-09,1.16e-07,Up
ENSG00000007038,PRSS21,10942,3.688735907,8.91e-09,1.17e-07,Up
ENSG00000148773,MKI67,4288,4.714474482,8.93e-09,1.17e-07,Up
ENSG00000173597,SULT1B1,27284,1.929979577,9.15e-09,1.2e-07,Up
ENSG00000174175,SELP,6403,1.453017622,9.28e-09,1.21e-07,Up
ENSG00000233355,CHRM3-AS2,100506915,4.832991104,9.36e-09,1.22e-07,Up
ENSG00000117724,CENPF,1063,3.411916655,9.4e-09,1.22e-07,Up
ENSG00000258512,LINC00239,145200,1.835211693,9.48e-09,1.23e-07,Up
ENSG00000179761,PIPOX,51268,1.158329955,9.58e-09,1.24e-07,Up
ENSG00000128886,ELL3,80237,2.953255097,9.64e-09,1.25e-07,Up
ENSG00000249993,BFSP2-AS1,85003,3.7488081,9.81e-09,1.27e-07,Up
ENSG00000128203,ASPHD2,57168,1.006105158,9.89e-09,1.28e-07,Up
ENSG00000093009,CDC45,8318,3.638348064,9.94e-09,1.29e-07,Up
ENSG00000137812,KNL1,57082,3.341221887,9.97e-09,1.29e-07,Up
ENSG00000157483,MYO1E,4643,1.115174351,1.03e-08,1.33e-07,Up
ENSG00000119771,KLHL29,114818,1.301834444,1.04e-08,1.34e-07,Up
ENSG00000165066,NKX6-3,157848,5.589562063,1.06e-08,1.36e-07,Up
ENSG00000185697,MYBL1,4603,3.375474434,1.07e-08,1.37e-07,Up
ENSG00000161905,ALOX15,246,2.718369054,1.06e-08,1.37e-07,Up
ENSG00000085840,ORC1,4998,3.060444572,1.08e-08,1.38e-07,Up
ENSG00000171643,S100Z,170591,2.900307638,1.07e-08,1.38e-07,Up
ENSG00000112902,SEMA5A,9037,1.110324452,1.09e-08,1.4e-07,Up
ENSG00000205018,LOC100129697,100129697,1.68445662,1.14e-08,1.46e-07,Up
ENSG00000197721,CR1L,1379,3.721766877,1.15e-08,1.47e-07,Up
ENSG00000143869,GDF7,151449,3.340640795,1.16e-08,1.48e-07,Up
ENSG00000276070,CCL4L2,"c(""9560"", ""388372"")",2.068791141,1.16e-08,1.48e-07,Up
ENSG00000123643,SLC36A1,206358,1.055079539,1.17e-08,1.49e-07,Up
ENSG00000102524,TNFSF13B,10673,2.150234116,1.18e-08,1.5e-07,Up
ENSG00000188452,CERKL,375298,4.193232287,1.18e-08,1.51e-07,Up
ENSG00000158458,NRG2,9542,1.22023098,1.2e-08,1.52e-07,Up
ENSG00000167769,ACER1,125981,2.197067351,1.2e-08,1.52e-07,Up
ENSG00000011426,ANLN,54443,2.697764587,1.3e-08,1.64e-07,Up
ENSG00000115415,STAT1,6772,1.908124105,1.32e-08,1.66e-07,Up
ENSG00000131042,LILRB2,10288,2.235273247,1.31e-08,1.66e-07,Up
ENSG00000146215,CRIP3,401262,1.17345436,1.31e-08,1.66e-07,Up
ENSG00000213889,PPM1N,147699,1.772487496,1.31e-08,1.66e-07,Up
ENSG00000182752,PAPPA,5069,1.341744444,1.33e-08,1.68e-07,Up
ENSG00000101342,TLDC2,140711,1.379651553,1.37e-08,1.72e-07,Up
ENSG00000138182,KIF20B,9585,1.069509896,1.4e-08,1.76e-07,Up
ENSG00000166923,GREM1,26585,1.319107651,1.41e-08,1.77e-07,Up
ENSG00000160999,SH2B2,10603,1.097389188,1.44e-08,1.81e-07,Up
ENSG00000129173,E2F8,79733,4.660864974,1.55e-08,1.93e-07,Up
ENSG00000162654,GBP4,115361,1.98050148,1.55e-08,1.93e-07,Up
ENSG00000263513,FAM72C,554282,4.681992896,1.56e-08,1.94e-07,Up
ENSG00000133874,RNF122,79845,1.040484173,1.56e-08,1.95e-07,Up
ENSG00000131203,IDO1,3620,2.476580459,1.58e-08,1.96e-07,Up
ENSG00000050438,SLC4A8,9498,2.77936117,1.6e-08,1.99e-07,Up
ENSG00000085563,ABCB1,5243,1.01260158,1.65e-08,2.04e-07,Up
ENSG00000179813,FAM216B,144809,5.087234034,1.65e-08,2.04e-07,Up
ENSG00000285972,CERNA2,642934,6.661250049,1.67e-08,2.06e-07,Up
ENSG00000144354,CDCA7,83879,4.871231343,1.68e-08,2.08e-07,Up
ENSG00000198826,ARHGAP11A,9824,2.404824986,1.69e-08,2.09e-07,Up
ENSG00000137807,KIF23,9493,3.144098504,1.72e-08,2.12e-07,Up
ENSG00000130303,BST2,684,1.57450166,1.74e-08,2.14e-07,Up
ENSG00000164104,HMGB2,3148,1.120551838,1.77e-08,2.17e-07,Up
ENSG00000165272,AQP3,360,1.43674114,1.8e-08,2.2e-07,Up
ENSG00000260423,LINC02367,101930452,1.674402267,1.82e-08,2.23e-07,Up
ENSG00000109101,FOXN1,8456,1.650163751,1.89e-08,2.3e-07,Up
ENSG00000125538,IL1B,3553,2.485451535,1.88e-08,2.3e-07,Up
ENSG00000283646,LINC02009,105377068,1.266163498,1.91e-08,2.33e-07,Up
ENSG00000198178,CLEC4C,170482,4.348292047,2.08e-08,2.52e-07,Up
ENSG00000140937,CDH11,1009,1.167430225,2.1e-08,2.54e-07,Up
ENSG00000218018,LOC100291105,100291105,2.540506916,2.12e-08,2.56e-07,Up
ENSG00000228763,LIMS1-AS1,106182118,1.336144676,2.14e-08,2.58e-07,Up
ENSG00000100453,GZMB,3002,2.648303537,2.15e-08,2.6e-07,Up
ENSG00000253686,LINC01484,101928136,3.198105711,2.17e-08,2.62e-07,Up
ENSG00000121152,NCAPH,23397,4.087977865,2.29e-08,2.75e-07,Up
ENSG00000074966,TXK,7294,2.359295792,2.32e-08,2.78e-07,Up
ENSG00000152229,PSTPIP2,9050,1.330752346,2.32e-08,2.78e-07,Up
ENSG00000186185,KIF18B,146909,4.510427021,2.33e-08,2.79e-07,Up
ENSG00000138658,ZGRF1,55345,1.273895115,2.35e-08,2.82e-07,Up
ENSG00000138755,CXCL9,4283,3.613141023,2.37e-08,2.84e-07,Up
ENSG00000183542,KLRC4,8302,2.468747625,2.42e-08,2.89e-07,Up
ENSG00000253633,LOC107986898,107986898,3.984974812,2.46e-08,2.94e-07,Up
ENSG00000273018,FAM106A,80039,1.895021007,2.46e-08,2.94e-07,Up
ENSG00000177699,LOC100129540,100129540,3.754488228,2.49e-08,2.97e-07,Up
ENSG00000114346,ECT2,1894,1.107569106,2.51e-08,2.99e-07,Up
ENSG00000176928,GCNT4,51301,1.409069465,2.58e-08,3.06e-07,Up
ENSG00000173926,MARCHF3,115123,1.313318877,2.59e-08,3.07e-07,Up
ENSG00000231682,LINC01891,105373934,5.810921148,2.61e-08,3.09e-07,Up
ENSG00000171051,FPR1,2357,2.452534399,2.61e-08,3.09e-07,Up
ENSG00000183160,TMEM119,338773,1.015639689,2.67e-08,3.15e-07,Up
ENSG00000186074,CD300LF,146722,2.478645012,2.72e-08,3.21e-07,Up
ENSG00000165124,SVEP1,79987,1.06507674,2.73e-08,3.22e-07,Up
ENSG00000164484,TMEM200A,114801,1.170102332,2.79e-08,3.29e-07,Up
ENSG00000118849,RARRES1,5918,1.836853011,2.88e-08,3.39e-07,Up
ENSG00000197506,SLC28A3,64078,2.351736214,2.91e-08,3.42e-07,Up
ENSG00000230943,LINC02541,101927686,4.117230314,2.93e-08,3.44e-07,Up
ENSG00000231728,TMSB15B-AS1,100128594,2.352815616,2.94e-08,3.45e-07,Up
ENSG00000166278,C2,717,2.535979523,2.96e-08,3.46e-07,Up
ENSG00000112182,BACH2,60468,3.456685515,2.98e-08,3.49e-07,Up
ENSG00000105329,TGFB1,7040,1.296077711,3e-08,3.51e-07,Up
ENSG00000123485,HJURP,55355,4.336049511,3.02e-08,3.53e-07,Up
ENSG00000088325,TPX2,22974,3.850577913,3.03e-08,3.54e-07,Up
ENSG00000267123,SCAT1,101928710,3.226261459,3.05e-08,3.56e-07,Up
ENSG00000099958,DERL3,91319,2.567983011,3.12e-08,3.64e-07,Up
ENSG00000175544,CABP4,57010,1.22833796,3.2e-08,3.72e-07,Up
ENSG00000128271,ADORA2A,135,1.385969064,3.28e-08,3.8e-07,Up
ENSG00000170458,CD14,929,1.317260872,3.27e-08,3.8e-07,Up
ENSG00000181908,LINC02724,100996455,2.382868985,3.32e-08,3.84e-07,Up
ENSG00000197093,GAL3ST4,79690,1.647405537,3.42e-08,3.94e-07,Up
ENSG00000123473,STIL,6491,1.712324583,3.52e-08,4.05e-07,Up
ENSG00000131650,KREMEN2,79412,3.252566666,3.53e-08,4.06e-07,Up
ENSG00000097021,ACOT7,11332,1.159223554,3.57e-08,4.1e-07,Up
ENSG00000007968,E2F2,1870,3.109108656,3.63e-08,4.17e-07,Up
ENSG00000124813,RUNX2,860,1.549480566,3.64e-08,4.17e-07,Up
ENSG00000119969,HELLS,3070,1.811360497,3.69e-08,4.23e-07,Up
ENSG00000144130,NT5DC4,284958,2.848642678,3.75e-08,4.28e-07,Up
ENSG00000226419,SLC16A1-AS1,100506392,1.436608497,3.87e-08,4.4e-07,Up
ENSG00000246084,LINC02325,101929241,3.373737238,3.87e-08,4.41e-07,Up
ENSG00000026103,FAS,355,1.1441649,3.91e-08,4.44e-07,Up
ENSG00000127564,PKMYT1,9088,3.334711936,3.91e-08,4.44e-07,Up
ENSG00000142945,KIF2C,11004,2.0553285,3.95e-08,4.48e-07,Up
ENSG00000081985,IL12RB2,3595,1.835746965,3.97e-08,4.5e-07,Up
ENSG00000175471,MCTP1,79772,1.129509952,4.12e-08,4.66e-07,Up
ENSG00000243649,CFB,629,2.17910716,4.18e-08,4.72e-07,Up
ENSG00000113722,CDX1,1044,2.704024809,4.34e-08,4.88e-07,Up
ENSG00000241163,LINC00877,285286,5.622212537,4.46e-08,5e-07,Up
ENSG00000075702,WDR62,284403,2.317669326,4.5e-08,5.04e-07,Up
ENSG00000143228,NUF2,83540,3.559627115,4.5e-08,5.04e-07,Up
ENSG00000114948,ADAM23,8745,1.301743849,4.55e-08,5.09e-07,Up
ENSG00000166851,PLK1,5347,2.292726957,4.62e-08,5.15e-07,Up
ENSG00000006062,MAP3K14,9020,1.321005125,4.66e-08,5.19e-07,Up
ENSG00000143476,DTL,51514,2.238871251,4.75e-08,5.28e-07,Up
ENSG00000184661,CDCA2,157313,3.733683185,4.8e-08,5.34e-07,Up
ENSG00000133321,PLAAT4,5920,1.81009989,5.02e-08,5.56e-07,Up
ENSG00000197385,ZNF860,344787,1.328188554,5.15e-08,5.69e-07,Up
ENSG00000164087,POC1A,25886,1.276435929,5.14e-08,5.69e-07,Up
ENSG00000233429,HOTAIRM1,100506311,1.561364362,5.18e-08,5.72e-07,Up
ENSG00000173372,C1QA,712,1.999453347,5.25e-08,5.8e-07,Up
ENSG00000143942,CHAC2,494143,1.384578859,5.43e-08,5.98e-07,Up
ENSG00000101447,FAM83D,81610,2.446962036,5.45e-08,5.99e-07,Up
ENSG00000124721,DNAH8,1769,4.152332519,5.48e-08,6.02e-07,Up
ENSG00000145428,RNF175,285533,1.58479819,5.49e-08,6.02e-07,Up
ENSG00000005102,MEOX1,4222,1.555548689,5.55e-08,6.09e-07,Up
ENSG00000071054,MAP4K4,9448,1.040528444,5.62e-08,6.15e-07,Up
ENSG00000270379,HEATR9,256957,1.331039146,5.69e-08,6.24e-07,Up
ENSG00000224184,MIR3681HG,100506457,4.206625481,5.83e-08,6.37e-07,Up
ENSG00000134690,CDCA8,55143,2.842766434,5.87e-08,6.4e-07,Up
ENSG00000172543,CTSW,1521,1.777876112,5.9e-08,6.43e-07,Up
ENSG00000170298,LGALS9B,284194,2.094771815,5.97e-08,6.51e-07,Up
ENSG00000123975,CKS2,1164,1.821130068,6.04e-08,6.58e-07,Up
ENSG00000278023,RDM1,201299,2.937683547,6.12e-08,6.66e-07,Up
ENSG00000159784,FAM131B,9715,1.402472622,6.13e-08,6.67e-07,Up
ENSG00000061656,SPAG4,6676,2.008911286,6.3e-08,6.85e-07,Up
ENSG00000227502,MROCKI,285758,1.834430746,6.56e-08,7.1e-07,Up
ENSG00000235162,C12orf75,387882,1.456469069,6.62e-08,7.16e-07,Up
ENSG00000162783,IER5,51278,1.017028481,6.65e-08,7.19e-07,Up
ENSG00000183856,IQGAP3,128239,2.090717279,6.67e-08,7.2e-07,Up
ENSG00000117399,CDC20,991,3.142585203,6.66e-08,7.2e-07,Up
ENSG00000126259,KIRREL2,84063,2.822441146,6.68e-08,7.21e-07,Up
ENSG00000171989,LDHAL6B,92483,2.127620769,6.7e-08,7.22e-07,Up
ENSG00000173917,HOXB2,3212,1.110413996,6.73e-08,7.25e-07,Up
ENSG00000174837,ADGRE1,2015,2.238296272,6.82e-08,7.33e-07,Up
ENSG00000229425,"c(""LOC101927745"", ""LOC105369302"")","c(""101927745"", ""105369302"")",3.254210364,6.82e-08,7.34e-07,Up
ENSG00000264386,MIR4513,100616183,2.597374653,6.98e-08,7.48e-07,Up
ENSG00000152253,SPC25,57405,2.641482535,7.15e-08,7.66e-07,Up
ENSG00000148344,PTGES,9536,1.263847222,7.22e-08,7.73e-07,Up
ENSG00000229531,LOC101928696,101928696,1.701052765,7.37e-08,7.86e-07,Up
ENSG00000150556,LYPD6B,130576,3.736497374,7.59e-08,8.06e-07,Up
ENSG00000136492,BRIP1,83990,3.915426029,7.73e-08,8.2e-07,Up
ENSG00000140835,CHST4,10164,1.504038996,7.75e-08,8.22e-07,Up
ENSG00000065328,MCM10,55388,2.815524322,7.76e-08,8.23e-07,Up
ENSG00000136280,CCM2,83605,1.03688032,8.11e-08,8.57e-07,Up
ENSG00000104147,OIP5,11339,1.557954061,8.12e-08,8.58e-07,Up
ENSG00000277758,LOC102724488,102724488,1.146704293,8.16e-08,8.6e-07,Up
ENSG00000160117,ANKLE1,126549,1.836392454,8.32e-08,8.77e-07,Up
ENSG00000170312,CDK1,983,2.266330328,8.36e-08,8.8e-07,Up
ENSG00000258867,LINC01146,283587,4.281934298,8.43e-08,8.86e-07,Up
ENSG00000100362,PVALB,5816,2.11519097,8.48e-08,8.91e-07,Up
ENSG00000241560,ZBTB20-AS1,100131117,1.121902937,8.67e-08,9.08e-07,Up
ENSG00000185880,TRIM69,140691,1.006858312,8.7e-08,9.11e-07,Up
ENSG00000105991,HOXA1,3198,3.279004093,8.87e-08,9.27e-07,Up
ENSG00000089327,FXYD5,53827,1.488687426,9.02e-08,9.4e-07,Up
ENSG00000138160,KIF11,3832,1.960127037,9.2e-08,9.57e-07,Up
ENSG00000180539,C9orf139,401563,1.253901337,9.31e-08,9.68e-07,Up
ENSG00000166866,MYO1A,4640,2.368531261,9.43e-08,9.8e-07,Up
ENSG00000189159,JPT1,51155,1.096568856,9.5e-08,9.86e-07,Up
ENSG00000157456,CCNB2,9133,3.153318167,9.78e-08,1.01e-06,Up
ENSG00000256574,OR13A1,79290,5.132939557,9.89e-08,1.02e-06,Up
ENSG00000135144,DTX1,1840,1.881128551,1.02e-07,1.06e-06,Up
ENSG00000249201,CTD-3080P12.3,101928857,1.982968671,1.03e-07,1.06e-06,Up
ENSG00000182379,NXPH4,11247,2.016160287,1.04e-07,1.07e-06,Up
ENSG00000072571,HMMR,3161,3.474916524,1.06e-07,1.09e-06,Up
ENSG00000164112,TMEM155,132332,3.207030904,1.1e-07,1.13e-06,Up
ENSG00000078900,TP73,7161,1.242252525,1.1e-07,1.13e-06,Up
ENSG00000161888,SPC24,147841,2.741229357,1.1e-07,1.13e-06,Up
ENSG00000092470,WDR76,79968,1.904759079,1.11e-07,1.14e-06,Up
ENSG00000146938,NLGN4X,57502,1.133436811,1.12e-07,1.15e-06,Up
ENSG00000158869,FCER1G,2207,1.914888995,1.13e-07,1.16e-06,Up
ENSG00000183010,PYCR1,5831,1.068528285,1.2e-07,1.22e-06,Up
ENSG00000281106,TMEM272,283521,4.134658299,1.2e-07,1.22e-06,Up
ENSG00000171189,GRIK1,2897,1.560716624,1.21e-07,1.23e-06,Up
ENSG00000117650,NEK2,4751,3.831682468,1.26e-07,1.28e-06,Up
ENSG00000161944,ASGR2,433,2.120795839,1.26e-07,1.28e-06,Up
ENSG00000238113,LINC01410,103352539,1.129119525,1.29e-07,1.3e-06,Up
ENSG00000228804,LOC100131635,100131635,1.968839645,1.31e-07,1.32e-06,Up
ENSG00000138684,IL21,59067,6.961221336,1.31e-07,1.33e-06,Up
ENSG00000136982,DSCC1,79075,1.190277477,1.33e-07,1.34e-06,Up
ENSG00000167670,CHAF1A,10036,1.00464984,1.32e-07,1.34e-06,Up
ENSG00000256069,A2MP1,3,1.738756982,1.36e-07,1.37e-06,Up
ENSG00000196584,XRCC2,7516,2.23034001,1.43e-07,1.43e-06,Up
ENSG00000168329,CX3CR1,1524,1.210294418,1.43e-07,1.44e-06,Up
ENSG00000254521,SIGLEC12,89858,2.987116559,1.43e-07,1.44e-06,Up
ENSG00000105011,ASF1B,55723,2.782708518,1.44e-07,1.44e-06,Up
ENSG00000127074,RGS13,6003,7.92862798,1.49e-07,1.49e-06,Up
ENSG00000131351,HAUS8,93323,1.069804748,1.5e-07,1.5e-06,Up
ENSG00000137285,TUBB2B,347733,1.65317474,1.54e-07,1.54e-06,Up
ENSG00000138778,CENPE,1062,3.482520527,1.55e-07,1.55e-06,Up
ENSG00000185864,NPIPB4,440345,1.074536871,1.55e-07,1.55e-06,Up
ENSG00000015413,DPEP1,1800,2.585578409,1.55e-07,1.55e-06,Up
ENSG00000215022,LOC100130357,100130357,1.074739789,1.61e-07,1.6e-06,Up
ENSG00000267534,S1PR2,9294,2.159801201,1.65e-07,1.64e-06,Up
ENSG00000182566,CLEC4G,339390,2.896000315,1.69e-07,1.67e-06,Up
ENSG00000136108,CKAP2,26586,1.155191437,1.68e-07,1.67e-06,Up
ENSG00000024526,DEPDC1,55635,3.783483003,1.75e-07,1.73e-06,Up
ENSG00000173369,C1QB,713,2.383371895,1.75e-07,1.73e-06,Up
ENSG00000151725,CENPU,79682,2.367279974,1.76e-07,1.74e-06,Up
