ensembl_id,gene_symbol,entrez_id,log2FoldChange,pvalue,padj,sig
ENSG00000276404,MIR6835,102465502,1.229843448,0.007788318,0.022711067,Up
ENSG00000004776,HSPB6,126393,-1.000000852,0.007798581,0.022729169,Down
ENSG00000123342,MMP19,4327,1.583267079,0.00784993,0.022852688,Up
ENSG00000095981,KCNK16,83795,-1.349054666,0.007878328,0.022913942,Down
ENSG00000225792,LOC105375304,105375304,1.315049118,0.007972031,0.023145645,Up
ENSG00000120075,HOXB5,3215,-1.253769623,0.00798734,0.023180487,Down
ENSG00000144119,C1QL2,165257,2.699754582,0.008071295,0.02338126,Up
ENSG00000127472,PLA2G5,5322,1.050190387,0.008072639,0.023382039,Up
ENSG00000187013,C17orf82,388407,-1.306463075,0.008137539,0.023545689,Down
ENSG00000056291,NPFFR2,10886,1.11446492,0.008206629,0.023728451,Up
ENSG00000180875,GREM2,64388,-1.019753921,0.008267474,0.023877284,Down
ENSG00000197870,PRB3,5544,1.120146924,0.008273242,0.02389148,Up
ENSG00000162188,GNG3,2785,1.017852774,0.008394326,0.0241739,Up
ENSG00000110148,CCKBR,887,-1.041777451,0.008495998,0.024411516,Down
ENSG00000100292,HMOX1,3162,1.11862827,0.008603586,0.024682694,Up
ENSG00000286058,FAR2P1,440905,-1.134188825,0.008670385,0.024838738,Down
ENSG00000258947,TUBB3,10381,1.572387054,0.008688748,0.024883716,Up
ENSG00000119946,CNNM1,26507,-1.48141017,0.008715965,0.024948917,Down
ENSG00000230937,MIR205HG,642587,1.12227169,0.008887321,0.025374627,Up
ENSG00000188501,LCTL,197021,1.080027447,0.008934965,0.025489886,Up
ENSG00000264720,MIR3117,100422871,-1.415356248,0.009523942,0.026947969,Down
ENSG00000204929,LOC101927533,101927533,-1.002706067,0.010021295,0.028194213,Down
ENSG00000141161,UNC45B,146862,1.08358529,0.010569598,0.029507498,Up
ENSG00000178445,GLDC,2731,-2.030824987,0.010652439,0.029697355,Down
ENSG00000205549,C9orf92,100129385,-1.387368096,0.010739641,0.029898828,Down
ENSG00000259091,LINC00517,400208,-1.554040615,0.010790736,0.030023184,Down
ENSG00000171049,FPR2,2358,1.273167115,0.010793623,0.030028235,Up
ENSG00000145721,LIX1,167410,-1.116552143,0.01082829,0.030109736,Down
ENSG00000170381,SEMA3E,9723,-1.068266927,0.010952667,0.030401298,Down
ENSG00000197766,CFD,1675,-1.048139836,0.011234034,0.031015319,Down
ENSG00000157703,SVOPL,136306,-1.141682144,0.0112362,0.031016294,Down
ENSG00000196468,FGF16,8823,-1.530071211,0.011500157,0.031604854,Down
ENSG00000002726,AOC1,26,1.242020628,0.011961051,0.032666502,Up
ENSG00000158874,APOA2,336,5.962013258,0.012154631,0.033130619,Up
ENSG00000270339,PPIAL4H,105371242,1.627079366,0.012449086,0.033785383,Up
ENSG00000278420,MIR6819,102465491,1.022791675,0.012677344,0.034331718,Up
ENSG00000250107,CACNA1G-AS1,253962,-1.35860542,0.012768489,0.03453184,Down
ENSG00000189099,PRSS48,345062,-1.492901571,0.013168729,0.035458033,Down
ENSG00000277288,C10orf142,100130539,1.014654395,0.013215524,0.035552223,Up
ENSG00000131050,BPIFA2,140683,-1.036020935,0.013262108,0.03566744,Down
ENSG00000228314,CYP4F29P,54055,1.085108279,0.013267285,0.03566744,Up
ENSG00000266750,MIR4645,100616285,1.210630392,0.013286334,0.035704952,Up
ENSG00000173110,HSPA6,3310,2.051676355,0.013420168,0.036012818,Up
ENSG00000125675,GRIA3,2892,1.258269721,0.013442164,0.036064938,Up
ENSG00000165478,HEPACAM,220296,1.698525377,0.013890196,0.037128391,Up
ENSG00000164220,F2RL2,2151,1.491842936,0.01395945,0.037277956,Up
ENSG00000122787,AKR1D1,6718,1.308136508,0.014027465,0.037420369,Up
ENSG00000128268,MGAT3,4248,1.042461784,0.0143442,0.0381455,Up
ENSG00000163220,S100A9,6280,1.254825988,0.014522076,0.038523497,Up
ENSG00000164458,TBXT,6862,3.021650302,0.015291861,0.040272064,Up
ENSG00000173212,MAB21L3,126868,1.005447419,0.015340631,0.040385323,Up
ENSG00000257838,OTOAP1,653786,1.258938982,0.015378746,0.040472367,Up
ENSG00000275993,SIK1B,102724428,1.038103754,0.015477669,0.040681132,Up
ENSG00000236384,LINC00479,150135,-1.76219227,0.015670313,0.041091141,Down
ENSG00000229314,ORM1,5004,1.52931422,0.016328274,0.042545801,Up
ENSG00000151365,THRSP,7069,-1.096558379,0.016704779,0.043373623,Down
ENSG00000107742,SPOCK2,9806,1.169692155,0.01685333,0.043690528,Up
ENSG00000221836,OR2A5,393046,-1.027129905,0.017216058,0.044503265,Down
ENSG00000131142,CCL25,6370,1.33792696,0.018053712,0.046331029,Up
ENSG00000171246,NPTX1,4884,1.521747644,0.018240614,0.046725111,Up
ENSG00000177112,MRVI1-AS1,100129827,1.105010172,0.018534127,0.047377387,Up
ENSG00000258986,TMEM179,388021,-1.38915257,0.018764693,0.047862006,Down
ENSG00000265195,MIR4312,100422971,1.354971433,0.019368252,0.049093211,Up
ENSG00000265178,MIR4728,100616132,-1.087696606,0.019511051,0.049397097,Down
